Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,3.94,Harper Perennial,Paperback,268,1998,1932,2013/08/20,2013/08/14,,,read,,,,,,,1,,,unspecified,,
227265,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,"Quinn, Daniel",,"=""0553375407""","=""9780553375404""",5,3.96,Bantam,Paperback,272,1995,1992,,2013/08/14,,,read,,,,,,,0,,,,,
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,822,1999,1979,,2013/08/14,"physically-unread-books, technical","physically-unread-books (#77), technical (#10)",physically-unread-books,,,,,,,1,,,unspecified,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, Ilse Lasch","=""080701429X""","=""9780807014295""",5,4.32,Beacon Press (Boston),Paperback,165,2006,1946,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451191153""","=""9780451191151""",4,3.83,Signet,Paperback,720,1996,1943,,2013/08/14,,,read,,,,,,,0,,,,,
6493321,Logicomix: An epic search for truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna","=""1596914521""","=""9781596914520""",5,3.98,Bloomsbury (NYC),Paperback,352,2009,2009,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
2208661,Yes!: 50 Scientifically Proven Ways to Be Persuasive,Noah J. Goldstein,"Goldstein, Noah J.","Steve J. Martin, Robert B. Cialdini","=""1416570969""","=""9781416570967""",0,3.96,Free Press,Hardcover,272,2008,2007,,2013/08/14,to-read,to-read (#13),to-read,,,,,,,1,,,unspecified,,
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",3,4.42,Kodansha International,Hardcover,970,1995,1935,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
35289,The 33 Strategies of War,Robert Greene,"Greene, Robert",Joost Elffers,"=""0670034576""","=""9780670034574""",5,4.29,Viking,Hardcover,496,2006,2005,,2013/08/14,physically-unread-books,physically-unread-books (#40),physically-unread-books,,,,,,,1,,,unspecified,,
867247,A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,"Musashi, Miyamoto",Victor Harris,"=""0517415283""","=""9780517415283""",4,4.11,Gramercy Books,Hardcover,96,1988,1642,,2013/08/14,,,read,,,,,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""1590302257""","=""9781590302255""",5,3.94,Shambhala Publications,Paperback,273,2005,-512,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",4,3.67,NAL,Paperback,1168,1999,1957,,2013/08/14,,,read,,,,,,,0,,,,,
31837,The Consolation of Philosophy,Boethius,"Boethius, Boethius",Victor Watts,"=""0140447806""","=""9780140447804""",4,3.94,Penguin Classics,Paperback,192,2000,523,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
97411,Letters from a Stoic,Seneca,"Seneca, Seneca",Robin Campbell,"=""0140442103""","=""9780140442106""",0,4.28,Penguin Classics,Paperback,256,2004,64,,2013/08/14,to-read,to-read (#12),to-read,,,,,,,0,,,,,
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus","Martin Hammond, Diskin Clay","=""0140449337""","=""9780140449334""",5,4.17,Penguin Classics,Paperback,304,2006,180,,2013/08/14,,,read,,,,,,,1,,,unspecified,,
